day,pressure,maxtemp,temperature,mintemp,dewpoint,humidity,cloud,rainfall,sunshine,wind,windspeed
16,1009.9,32.0,28.9,26.0,24.6,78.6,41.7,yes,9.366666666666667,182.5,14.8
17,1009.8,32.0,28.4,26.0,24.6,80.6,45.2,yes,9.375,182.4,11.2
18,1010.2,32.0,28.8,25.6,23.9,76.1,48.6,yes,7.3875,32.6,13.0
19,1010.6,30.0,27.9,26.0,24.1,80.5,56.6,yes,5.904166666666666,70.4,24.1
20,1011.0,32.0,29.1,26.8,23.4,72.2,50.5,yes,7.6625000000000005,102.1,13.0
21,1010.2,33.0,29.2,25.7,23.4,72.1,46.3,no,9.141666666666667,311.3,14.8
22,1010.3,33.0,29.7,26.0,22.6,67.7,35.8,no,9.754166666666666,59.4,20.5
23,1011.2,32.0,29.2,26.5,22.0,65.6,50.7,no,9.354166666666666,16.8,20.5
24,1010.0,31.0,28.4,26.0,22.3,70.4,46.2,yes,5.933333333333334,13.4,20.5
25,1008.9,30.0,28.1,25.0,22.4,71.6,53.2,yes,2.8791666666666664,356.7,24.1
26,1009.7,26.0,24.2,23.0,23.2,94.4,79.9,yes,0.975,9.4,24.1
27,1011.3,30.1,25.9,23.0,23.9,89.1,72.6,yes,5.008333333333334,60.4,13.0
28,1012.1,30.1,26.5,23.8,23.3,83.6,50.2,yes,7.741666666666667,10.5,13.0
29,1012.3,31.0,27.8,25.0,23.8,79.8,49.0,yes,8.483333333333333,356.2,18.4
30,1011.7,32.0,28.4,25.0,23.7,76.0,48.3,no,9.75,12.4,13.0
1,1010.1,32.0,28.9,25.9,24.2,76.5,44.8,no,9.808333333333334,18.5,11.2
2,1009.1,33.0,29.2,26.0,24.2,75.4,44.6,yes,9.120833333333334,110.3,11.2
3,1009.3,33.0,29.7,26.0,23.5,70.9,45.1,yes,9.095833333333333,50.1,20.5
4,1009.5,33.4,30.0,27.0,24.1,71.5,35.8,yes,8.679166666666667,3.4,11.2
5,1008.8,32.0,29.2,26.0,23.9,74.1,36.4,yes,8.929166666666667,13.9,11.2
5,1008.8,32.0,29.2,26.0,23.9,74.1,36.4,yes,8.929166666666667,13.9,11.2
6,1007.9,33.1,29.4,25.9,23.4,70.9,22.7,no,9.595833333333333,351.7,11.2
7,1008.4,33.0,28.7,26.0,24.7,79.6,48.6,yes,9.020833333333334,96.9,11.2
8,1009.7,32.0,28.3,24.0,23.3,75.8,50.0,yes,6.233333333333333,37.7,16.6
9,1009.6,32.0,29.1,25.8,23.8,73.7,44.4,yes,8.35,8.8,13.0
10,1009.1,31.0,28.7,25.8,24.5,78.9,50.2,yes,8.129166666666666,20.6,7.6
11,1009.7,32.0,28.3,26.0,24.6,80.9,50.7,yes,8.487499999999999,42.5,16.6
12,1010.9,33.1,28.8,25.6,22.9,71.9,43.8,yes,9.375,30.1,14.8
13,1012.0,31.0,28.3,25.6,21.6,67.8,40.6,no,6.9750000000000005,34.1,31.7
14,1011.8,32.0,29.0,26.0,21.3,64.1,48.1,no,8.495833333333334,41.0,31.7
15,1011.7,32.0,28.3,25.0,22.5,71.5,48.6,yes,6.5375000000000005,28.7,29.5
16,1012.1,32.0,28.9,25.9,23.1,72.3,45.4,yes,9.129166666666666,42.6,29.5
17,1013.1,32.0,29.2,25.8,21.7,64.3,44.8,yes,7.783333333333334,46.7,29.5
18,1011.9,32.0,28.4,25.0,21.0,64.7,27.8,no,9.200000000000001,34.9,16.6
19,1012.4,32.0,28.3,24.8,21.3,66.2,32.9,no,9.6625,22.7,16.6
20,1011.5,33.0,28.9,25.0,22.2,69.4,39.5,yes,8.766666666666667,338.9,11.2
21,1009.9,33.0,28.9,25.0,24.2,78.1,40.8,no,9.4125,166.4,9.4
22,1009.5,33.0,28.9,26.0,24.7,79.9,45.7,no,8.591666666666667,137.6,11.2
23,1009.1,32.0,29.0,26.0,23.7,75.0,46.0,yes,7.020833333333333,50.6,18.4
24,1008.6,32.0,29.7,28.0,22.1,64.4,44.3,yes,6.891666666666667,17.8,16.6
25,1008.3,33.0,30.2,27.0,22.0,62.6,45.2,yes,8.299999999999999,22.1,11.5
26,1007.8,33.0,29.0,27.0,24.2,76.3,56.7,yes,5.945833333333333,213.4,9.4
27,1007.2,32.0,27.9,24.0,24.0,81.0,54.1,yes,6.754166666666666,45.4,29.5
28,1008.4,32.0,28.0,25.0,22.8,75.2,49.2,yes,7.270833333333333,53.0,16.6
29,1010.5,32.0,29.0,25.8,21.4,64.0,57.0,yes,3.0041666666666664,27.9,20.5
30,1012.0,31.7,28.7,27.0,21.0,64.0,61.7,yes,3.8625000000000003,46.3,27.7
31,1013.2,29.0,27.0,24.8,20.3,67.3,38.7,no,7.954166666666667,17.4,24.1
1,1013.6,28.0,25.6,23.0,18.9,66.9,44.4,no,6.6000000000000005,4.8,22.3
2,1012.9,27.8,25.2,23.8,18.7,67.2,54.7,yes,3.3249999999999997,5.7,24.1
3,1012.3,29.0,25.9,23.9,19.5,68.5,56.0,yes,4.2875000000000005,15.9,25.9
4,1012.3,32.0,27.7,24.0,22.3,73.3,55.4,yes,7.733333333333333,56.7,20.5
5,1012.2,33.0,28.7,24.8,22.6,71.5,36.6,no,9.6,127.3,16.6
6,1012.1,33.0,28.8,25.0,22.5,70.2,29.6,yes,9.358333333333333,61.1,16.6
7,1011.3,32.0,28.4,26.0,22.5,71.6,32.0,no,9.133333333333333,150.3,13.0
8,1011.6,32.0,28.3,24.7,21.9,69.4,24.4,no,9.291666666666666,104.0,14.8
9,1012.0,32.0,28.0,25.0,22.7,74.2,34.9,no,8.754166666666666,145.4,13.0
10,1011.3,33.0,28.5,25.0,22.8,72.8,34.8,yes,8.016666666666667,159.9,9.4
11,1011.0,32.0,28.6,25.0,21.8,67.6,38.0,no,9.141666666666667,162.3,11.2
12,1010.6,33.0,29.4,27.0,22.8,68.9,39.9,no,8.904166666666667,153.4,16.6
13,1010.5,33.0,29.1,26.0,21.9,66.8,42.7,no,9.35,57.5,11.2
14,1009.4,32.0,28.6,25.0,21.8,68.1,30.5,no,9.779166666666667,83.3,13.0
15,1009.5,32.0,28.4,24.4,20.5,64.2,48.8,yes,8.666666666666666,22.4,16.6
16,1009.9,31.0,28.7,26.0,23.3,73.5,43.6,yes,4.483333333333333,147.6,11.2
17,1010.1,33.0,28.5,25.6,21.5,67.4,47.0,yes,7.8125,73.0,13.0
18,1010.7,33.0,28.8,24.8,19.6,58.9,45.0,no,8.320833333333333,44.0,22.3
19,1010.7,31.0,27.6,23.7,18.2,57.2,35.5,no,10.233333333333333,46.0,20.5
20,1010.3,33.0,28.4,24.0,21.0,65.8,24.8,no,9.7875,37.8,14.8
21,1010.8,32.0,28.7,25.0,21.9,68.3,28.8,yes,8.1875,124.9,14.8
22,1012.1,33.0,29.0,24.8,20.2,60.5,29.8,no,9.508333333333333,40.8,24.1
23,1012.2,31.0,27.3,24.0,17.8,57.2,25.9,yes,9.054166666666667,59.3,22.3
24,1012.6,31.0,26.7,22.0,15.8,53.1,27.3,no,10.254166666666666,47.0,16.6
25,1013.4,31.0,26.4,20.6,16.1,55.5,30.4,no,10.5625,26.4,14.8
26,1013.1,32.0,26.9,22.7,16.2,53.2,27.8,no,10.391666666666667,51.2,24.1
27,1013.3,32.0,27.0,23.0,15.9,51.7,18.7,no,10.333333333333334,47.7,22.3
28,1012.2,31.0,26.9,23.0,17.4,57.7,26.8,no,10.4375,26.3,14.8
29,1011.8,32.0,28.0,23.8,20.7,66.8,28.4,no,9.104166666666666,136.1,9.4
30,1012.1,33.0,28.4,24.0,21.8,69.7,31.2,no,9.0875,140.8,13.0
31,1012.1,32.0,28.2,24.0,19.9,62.2,28.3,no,9.6875,144.6,14.8
1,1012.2,33.0,28.7,24.0,20.3,62.6,31.5,no,9.875,150.2,13.0
2,1011.1,33.0,28.8,25.0,21.5,65.9,37.0,no,8.779166666666667,172.8,13.0
3,1011.9,34.0,29.2,25.0,21.8,65.7,26.3,no,8.262500000000001,170.8,14.8
4,1012.3,33.0,28.7,25.0,22.9,72.4,35.5,no,9.366666666666667,166.3,16.6
5,1012.1,33.0,28.3,25.0,22.6,72.5,40.1,no,7.904166666666666,166.2,20.5
6,1011.1,33.0,28.3,24.0,22.6,72.6,40.9,no,8.924999999999999,165.1,18.4
7,1011.4,34.0,28.8,24.0,22.6,71.5,35.0,no,10.025,159.5,13.0
8,1010.6,35.0,29.5,25.2,23.8,73.3,37.7,no,10.775,166.2,14.8
9,1011.1,34.0,29.0,25.0,23.7,75.8,32.3,no,9.870833333333334,155.3,16.6
10,1013.1,33.0,28.4,24.9,22.6,72.1,32.1,no,10.487499999999999,160.3,22.3
11,1013.8,35.0,29.0,23.8,20.4,61.8,27.5,no,11.395833333333334,165.8,22.3
12,1014.5,33.0,28.8,25.0,20.5,62.8,35.5,yes,8.875,93.5,16.6
13,1014.0,34.0,29.0,24.6,20.1,60.3,27.6,no,10.816666666666668,167.3,14.8
14,1012.8,34.0,28.6,23.9,20.5,63.4,26.7,no,11.008333333333333,163.8,16.6
15,1013.1,34.0,28.6,25.0,20.5,63.5,39.0,no,10.7125,159.6,14.8
16,1012.4,34.0,28.7,24.0,19.6,59.7,30.2,no,11.041666666666666,169.6,16.6
17,1011.5,34.0,28.6,24.0,21.0,66.4,38.6,no,10.070833333333333,165.3,20.5
18,1011.0,34.0,28.9,25.0,20.9,65.4,40.9,no,10.725,156.6,18.4
19,1012.0,34.0,28.7,24.0,21.9,68.4,37.9,no,9.033333333333333,161.5,16.6
20,1013.4,34.0,29.3,25.0,21.9,66.2,35.7,no,10.158333333333333,153.0,16.6
21,1012.3,35.0,29.9,25.0,22.7,67.3,40.3,no,10.833333333333334,164.3,22.3
22,1010.7,34.0,29.7,26.0,23.4,70.2,38.2,yes,9.979166666666666,160.4,20.5
23,1010.0,34.0,29.0,25.9,22.2,68.0,45.0,no,8.775,161.6,16.6
24,1009.7,34.0,28.6,24.0,21.1,65.7,34.7,no,10.2875,163.1,16.6
25,1010.3,34.0,28.5,25.0,21.5,67.3,41.3,no,11.304166666666667,159.6,22.3
26,1010.4,34.0,28.6,25.0,21.2,65.9,43.8,yes,9.262500000000001,168.0,18.4
27,1008.8,34.0,29.0,24.0,20.5,62.7,28.9,no,11.954166666666666,158.4,14.8
28,1009.0,34.0,29.0,25.0,21.5,65.9,37.1,no,9.975,163.3,18.4
1,1009.8,34.0,29.2,25.0,21.7,66.3,37.0,no,8.566666666666666,164.1,22.3
2,1008.6,34.1,29.0,25.0,21.3,64.7,30.4,no,11.104166666666666,163.3,20.5
3,1008.0,34.0,28.7,24.0,20.5,63.3,27.5,no,12.125,160.1,16.6
4,1008.2,34.0,28.4,24.0,20.5,64.6,40.6,no,11.916666666666666,158.5,18.4
5,1009.2,35.0,28.4,24.0,18.9,60.8,35.7,no,12.25,161.8,16.6
6,1010.0,36.0,28.7,22.0,18.2,56.2,27.0,no,12.358333333333334,177.6,16.6
7,1009.3,36.0,29.4,23.0,19.7,59.2,26.0,no,11.65,173.0,20.5
8,1009.6,35.0,29.5,25.0,21.5,64.9,34.7,no,10.970833333333333,155.2,16.6
9,1009.7,36.0,30.2,26.0,21.5,62.5,31.8,no,11.4625,163.1,20.5
10,1009.9,36.0,30.0,25.0,21.8,64.9,32.8,no,11.029166666666667,173.5,22.3
11,1009.8,38.0,30.8,25.0,21.1,60.8,27.5,no,12.0625,170.0,20.5
12,1009.8,36.0,30.0,25.0,22.4,66.4,31.3,yes,10.445833333333333,161.1,20.5
13,1011.0,36.0,30.7,26.0,22.6,64.1,30.9,no,11.058333333333332,158.2,16.6
14,1012.0,35.0,30.4,26.0,21.7,63.0,30.7,no,10.595833333333333,159.7,16.6
15,1011.3,36.0,30.7,26.0,21.9,62.4,34.8,yes,10.741666666666667,149.8,24.1
16,1012.0,34.0,29.6,25.0,21.6,63.9,46.5,yes,11.070833333333333,163.6,18.4
17,1010.9,35.0,30.6,26.0,23.3,67.4,51.3,yes,10.333333333333334,185.4,22.3
18,1010.2,35.0,30.5,26.8,22.5,64.1,40.9,no,10.9,166.3,18.4
19,1009.7,35.0,30.3,26.0,22.6,65.0,44.4,yes,10.008333333333333,164.5,20.5
20,1009.3,34.0,30.1,26.0,21.7,62.7,43.3,yes,10.525,167.6,20.5
21,1008.9,36.0,30.8,26.0,22.7,64.3,41.7,no,11.216666666666667,163.1,16.6
22,1008.1,38.0,31.4,26.0,23.8,67.5,40.1,yes,11.154166666666667,170.2,22.3
23,1008.1,37.0,31.2,27.0,24.2,68.4,36.8,yes,11.179166666666667,164.5,20.5
24,1008.7,36.0,30.3,27.0,23.6,69.2,41.0,yes,7.5,140.2,22.3
25,1010.3,33.0,28.8,26.0,24.5,78.5,54.9,yes,6.625,106.5,16.6
26,1011.0,35.0,30.3,26.0,22.7,66.1,42.0,yes,9.4625,102.3,14.8
27,1011.2,36.0,30.5,27.0,22.0,62.4,44.3,no,11.304166666666667,169.2,20.5
28,1009.8,35.0,30.7,26.0,22.0,61.8,44.3,no,11.404166666666667,168.4,16.6
29,1007.8,36.0,30.8,27.0,22.7,64.1,48.1,yes,10.204166666666667,179.6,16.6
30,1007.8,37.1,31.6,26.0,22.6,61.5,31.8,yes,10.991666666666667,169.0,18.4
31,1009.7,36.0,30.4,27.0,23.4,68.2,35.6,yes,10.708333333333334,137.4,101.9
1,1010.4,36.0,30.2,25.0,22.5,65.3,40.3,yes,7.633333333333333,133.4,18.4
2,1010.7,36.0,29.9,25.0,20.9,62.8,44.3,yes,11.616666666666667,147.3,22.3
3,1010.4,36.0,30.1,25.0,22.5,66.5,41.2,yes,10.025,156.3,16.6
4,1010.7,31.0,28.9,26.0,23.8,74.6,50.2,yes,9.291666666666666,272.5,18.4
5,1010.3,36.0,30.2,26.0,23.2,68.2,45.2,yes,10.229166666666666,163.0,14.8
6,1009.8,36.0,31.1,27.0,22.7,63.2,43.0,no,10.716666666666667,152.8,18.4
7,1009.4,35.0,31.2,27.0,22.5,61.3,40.4,no,9.875,153.5,20.5
8,1008.4,35.0,31.4,28.0,24.0,66.3,44.3,yes,10.166666666666666,161.0,16.6
9,1008.2,36.0,31.0,27.0,23.3,65.7,45.2,no,11.354166666666666,155.6,14.8
10,1008.0,36.0,31.5,27.0,24.3,67.1,39.5,no,11.016666666666666,152.2,14.8
11,1006.9,39.0,32.4,27.0,24.3,65.2,40.5,no,11.891666666666666,186.5,126.0
12,1006.8,38.0,31.0,28.0,25.0,72.2,44.3,yes,9.895833333333334,185.1,24.1
13,1008.0,37.0,31.8,27.0,23.8,65.1,42.3,yes,11.595833333333333,165.0,18.4
14,1008.4,38.0,32.3,27.0,22.3,58.6,35.6,yes,11.137500000000001,158.1,20.5
15,1008.2,38.0,32.3,28.0,23.0,59.9,38.5,no,10.879166666666668,164.4,16.6
16,1008.0,38.6,32.7,28.0,24.0,62.7,44.7,yes,12.016666666666666,175.8,18.4
17,1008.0,36.0,31.8,28.0,25.0,68.3,50.0,yes,9.854166666666666,186.5,20.5
18,1007.3,37.0,32.5,29.0,24.7,65.1,44.3,yes,9.987499999999999,167.9,22.3
19,1006.2,39.0,31.6,28.0,25.0,70.8,40.4,yes,11.683333333333332,177.1,25.9
20,1004.4,39.0,32.2,28.0,24.6,67.0,39.5,yes,11.487499999999999,184.6,27.7
21,1004.5,37.0,32.0,28.0,24.8,68.1,44.3,no,11.133333333333333,161.6,20.5
22,1005.5,37.0,32.3,28.0,22.7,58.9,40.4,yes,12.333333333333334,158.9,20.5
23,1006.8,38.0,32.8,28.0,22.8,58.7,38.1,no,11.704166666666666,142.8,16.6
24,1006.9,38.0,33.1,29.0,24.0,61.0,43.6,yes,11.041666666666666,162.0,18.4
25,1006.2,38.0,32.9,29.0,23.4,58.9,44.3,no,11.158333333333333,168.7,18.4
26,1006.0,37.0,32.6,29.0,24.6,64.3,38.0,yes,11.0625,159.1,22.3
27,1007.3,37.0,32.4,28.0,22.7,59.2,42.5,yes,11.504166666666668,163.0,18.4
28,1008.8,36.0,29.5,25.0,24.6,76.8,54.7,yes,8.770833333333334,168.6,35.3
29,1007.9,37.0,30.3,25.8,23.7,70.7,49.0,no,10.825000000000001,128.2,14.8
30,1007.4,38.0,31.5,28.0,24.3,68.0,41.4,yes,11.170833333333334,183.2,24.1
1,1006.9,38.0,32.2,28.0,23.8,64.0,43.2,yes,11.487499999999999,213.6,22.3
2,1006.9,39.0,31.6,26.0,24.4,68.4,41.8,yes,11.608333333333334,160.2,24.1
3,1008.4,37.0,31.1,27.0,24.6,71.1,50.5,yes,10.304166666666667,166.5,29.5
4,1008.3,38.0,31.7,28.0,25.1,70.3,48.8,yes,10.529166666666667,183.2,33.5
5,1007.3,38.0,32.3,28.0,23.9,63.7,48.1,yes,11.320833333333333,208.6,27.7
6,1005.5,38.0,31.5,27.0,24.5,68.1,38.5,yes,10.270833333333334,211.2,18.4
7,1003.9,38.0,31.5,28.0,24.7,68.7,43.5,yes,10.783333333333333,216.3,20.5
8,1003.6,37.0,31.7,28.0,24.3,66.6,40.8,yes,9.2125,201.4,33.5
9,1005.0,35.0,29.4,25.0,25.4,80.2,54.7,yes,7.3500000000000005,190.1,25.9
10,1006.8,35.1,28.6,27.0,25.3,83.1,48.2,yes,8.533333333333333,193.5,31.7
11,1008.0,33.0,27.4,24.1,25.6,90.9,54.4,yes,8.745833333333334,124.5,9.4
12,1007.0,33.0,27.4,25.0,25.7,90.8,51.3,yes,5.495833333333334,175.5,14.8
13,1006.7,34.0,29.0,26.0,25.6,82.8,52.7,yes,9.174999999999999,178.8,18.4
14,1006.8,35.0,30.0,27.0,25.7,79.5,51.4,yes,10.683333333333332,189.7,25.9
15,1007.7,34.0,30.1,27.0,25.7,78.7,49.0,yes,10.120833333333334,184.3,25.9
16,1008.1,35.0,29.5,27.0,25.2,78.6,45.3,yes,9.775,209.3,42.5
17,1007.0,36.0,30.4,26.0,24.9,74.1,45.5,yes,10.791666666666666,208.0,28.1
18,1006.1,36.0,31.2,27.0,25.0,71.7,45.2,yes,9.058333333333334,200.1,25.9
19,1006.9,36.0,30.8,28.0,24.7,71.5,42.2,yes,11.145833333333334,198.4,27.7
20,1007.0,36.0,31.6,28.0,24.8,69.2,44.8,yes,11.316666666666668,197.7,24.1
21,1007.1,37.0,31.2,28.0,24.9,70.7,46.2,yes,10.266666666666667,208.2,20.5
22,1007.5,36.0,29.1,25.0,24.9,80.2,45.2,yes,9.85,182.4,27.7
23,1008.2,35.0,29.4,27.0,25.3,79.9,50.0,yes,10.325000000000001,190.3,38.9
24,1007.8,35.0,30.1,25.0,24.7,74.6,53.2,yes,10.754166666666668,183.4,25.9
25,1006.2,34.0,30.0,27.0,25.5,77.9,48.8,yes,9.979166666666666,215.2,22.3
26,1005.8,36.0,30.4,27.0,24.4,71.9,51.1,yes,9.633333333333333,205.2,24.1
27,1006.1,34.0,28.8,27.0,24.7,79.7,48.8,yes,7.958333333333333,195.6,42.5
28,1005.9,35.0,29.0,27.0,26.0,85.8,50.7,yes,10.6875,172.9,20.5
29,1006.6,33.0,28.8,27.0,25.5,83.5,52.7,yes,5.7875000000000005,186.0,29.5
30,1006.8,35.0,29.9,27.0,25.2,77.8,47.8,yes,9.716666666666667,167.0,27.7
31,1006.6,35.0,31.0,27.0,24.2,69.1,50.0,yes,10.358333333333333,163.5,14.8
1,1006.4,36.0,31.8,28.0,24.3,66.2,50.0,yes,10.0,174.6,14.8
2,1007.0,35.0,31.1,28.0,25.3,71.8,48.9,no,11.0,166.3,18.4
3,1006.9,35.0,29.0,27.0,24.6,78.0,46.7,yes,10.679166666666667,173.1,22.3
4,1006.6,36.0,29.0,25.0,24.8,80.4,45.3,yes,8.741666666666667,189.8,22.3
5,1006.4,34.0,29.3,26.0,25.0,78.9,52.7,yes,10.695833333333333,162.9,18.4
6,1007.8,33.0,28.5,25.0,25.5,85.2,54.0,yes,8.854166666666666,146.3,25.9
7,1008.2,31.0,27.9,25.0,25.0,85.1,52.7,yes,7.8,160.5,22.3
8,1007.6,33.0,27.8,26.0,26.0,90.3,52.7,yes,7.608333333333333,169.0,22.3
9,1006.5,32.0,28.2,26.0,25.6,86.9,45.0,yes,7.795833333333333,213.2,18.4
10,1006.0,35.0,29.5,26.0,25.5,80.9,54.9,yes,7.066666666666666,217.4,18.4
11,1006.8,34.0,29.8,26.0,24.7,75.6,50.7,yes,10.779166666666667,208.6,22.3
12,1006.5,35.0,30.1,28.0,25.3,76.6,48.6,yes,10.370833333333334,221.0,29.5
13,1006.7,36.0,30.7,27.0,24.7,72.1,42.9,yes,7.575,226.3,22.3
14,1006.5,36.0,30.5,27.0,24.6,72.3,52.7,yes,9.5875,221.4,21.8
15,1006.3,35.0,31.1,28.0,24.5,69.2,45.2,yes,10.041666666666666,229.6,25.9
16,1006.2,34.0,30.3,28.0,24.7,72.4,50.8,yes,8.983333333333333,223.0,22.3
17,1006.8,33.0,29.7,27.2,23.3,69.2,52.1,yes,5.295833333333333,234.9,25.9
18,1007.0,34.0,30.0,27.0,23.1,67.6,49.4,yes,6.7625,231.5,27.7
19,1006.5,36.0,30.5,27.0,23.0,65.9,49.4,yes,6.116666666666667,265.5,24.1
20,1005.9,37.0,31.5,28.0,23.4,64.0,46.2,yes,10.975,270.3,18.4
21,1005.2,37.0,31.4,25.0,23.9,66.1,50.7,yes,11.133333333333333,259.2,22.3
22,1004.5,36.0,30.0,25.0,23.9,72.1,50.1,yes,9.0625,203.4,27.7
23,1004.8,34.0,28.6,25.0,24.5,79.5,50.0,yes,10.345833333333333,183.0,16.6
24,1006.6,32.0,29.1,27.0,25.7,82.4,48.1,yes,8.200000000000001,193.1,16.6
25,1007.7,35.0,29.1,27.0,25.8,84.4,48.1,yes,10.016666666666667,198.5,25.9
26,1007.3,33.0,29.5,26.0,24.7,76.7,48.1,yes,9.358333333333333,221.6,22.3
27,1005.8,33.0,29.7,27.0,22.9,67.5,46.2,yes,7.604166666666667,235.6,22.3
28,1005.9,31.0,28.7,27.0,24.1,76.8,50.0,yes,8.329166666666667,223.7,25.9
29,1006.4,33.0,29.3,26.0,22.8,68.8,50.0,yes,8.791666666666666,233.2,20.5
30,1006.3,33.0,28.8,25.0,24.2,76.9,54.7,yes,9.816666666666666,234.7,27.7
1,1005.5,33.0,29.1,27.0,24.3,76.4,50.0,yes,8.954166666666667,229.9,22.3
2,1004.8,34.0,29.6,27.0,24.2,73.9,50.0,yes,8.6,229.9,75.9
3,1006.1,29.0,27.0,25.0,24.0,84.2,52.0,yes,5.55,219.2,25.9
4,1007.4,31.0,27.4,25.0,23.7,80.7,54.7,yes,6.441666666666666,213.6,24.1
5,1007.5,34.0,27.9,25.0,23.4,77.4,47.8,yes,9.775,217.9,24.1
6,1006.8,35.0,29.3,25.0,24.1,76.1,50.0,yes,8.862499999999999,221.7,16.9
7,1006.9,35.0,29.6,26.5,24.0,74.1,43.1,yes,9.758333333333333,248.5,20.5
8,1008.0,34.0,28.8,26.0,23.9,76.3,50.8,yes,9.870833333333334,203.4,18.4
9,1007.7,35.0,30.0,26.0,23.0,67.8,41.4,yes,11.004166666666668,222.8,18.4
10,1007.7,36.0,30.8,26.0,23.0,65.2,47.1,yes,11.033333333333333,224.1,16.6
11,1009.0,36.0,31.3,27.0,21.8,59.0,47.1,no,11.641666666666666,232.5,16.6
12,1008.3,36.0,31.3,27.0,22.5,62.3,44.0,no,11.820833333333333,212.8,25.9
13,1007.5,36.0,30.3,27.0,23.5,69.4,38.6,yes,10.950000000000001,235.5,27.7
14,1005.5,36.0,31.2,27.1,22.2,60.5,44.1,no,10.941666666666668,246.2,14.8
15,1004.3,36.0,30.4,28.0,23.6,69.1,41.1,yes,8.829166666666667,250.2,20.5
16,1004.4,35.0,29.3,27.0,24.5,77.5,54.0,yes,8.887500000000001,216.7,35.3
17,1003.6,35.0,28.9,26.0,25.1,82.1,44.8,yes,7.958333333333333,226.3,24.1
18,1003.5,35.0,29.6,25.0,24.1,73.9,52.1,yes,8.504166666666666,217.6,16.6
19,1004.4,35.0,30.3,27.0,23.7,68.9,50.0,yes,8.191666666666666,213.0,25.9
20,1006.1,34.0,29.8,27.0,23.8,71.2,50.2,yes,9.1625,218.4,22.3
21,1006.7,36.0,30.5,27.0,23.1,66.6,50.2,yes,6.341666666666666,235.8,14.8
22,1006.6,35.0,30.2,28.0,23.1,66.6,50.7,yes,9.866666666666667,269.2,18.4
23,1005.9,37.0,30.4,27.0,24.2,72.2,47.3,yes,10.970833333333333,191.6,14.8
24,1007.0,36.0,30.1,27.0,24.0,71.9,52.7,yes,9.754166666666666,324.1,16.6
25,1009.2,33.0,28.4,26.0,23.5,76.5,54.2,yes,6.1375,219.5,18.4
26,1008.3,34.0,28.4,25.0,23.1,75.7,51.5,yes,10.8125,265.3,25.9
27,1007.2,34.0,27.9,25.0,23.8,80.4,52.0,yes,9.183333333333334,227.3,20.5
28,1007.1,35.0,28.5,25.0,24.2,80.0,56.9,yes,6.241666666666667,225.0,18.4
29,1007.1,34.0,29.2,26.0,24.1,76.1,56.2,yes,5.004166666666666,219.4,22.3
30,1005.7,35.0,29.9,24.0,23.3,70.7,50.8,yes,9.383333333333333,235.6,22.3
31,1004.8,35.0,30.3,28.1,23.1,66.3,47.3,yes,9.208333333333334,246.4,124.2
1,1006.2,31.0,28.4,25.0,22.7,72.0,59.9,yes,6.1499999999999995,233.7,29.5
2,1006.4,31.0,27.5,24.0,23.9,81.6,52.0,yes,7.7625,224.5,24.1
3,1005.8,29.0,27.5,26.0,23.8,80.5,55.5,yes,4.583333333333333,228.8,27.7
4,1004.9,31.0,27.8,26.0,23.5,78.3,52.9,yes,5.2,229.8,31.7
5,1005.0,32.0,28.2,25.0,23.2,75.4,57.2,yes,7.2375,241.1,27.7
6,1005.7,32.0,27.5,25.0,24.3,82.6,57.9,yes,7.1000000000000005,226.0,24.1
7,1004.6,33.0,29.2,26.0,22.9,69.8,58.9,yes,5.091666666666667,245.7,27.7
8,1003.5,33.0,28.1,24.0,24.3,81.1,62.2,yes,5.9125000000000005,231.7,20.5
9,1002.7,32.0,28.0,25.0,24.9,84.6,61.6,yes,8.154166666666667,211.7,31.7
10,1003.6,31.0,28.0,25.1,25.1,84.8,54.0,yes,5.370833333333334,202.1,31.7
11,1005.3,30.0,27.3,25.8,25.5,90.6,56.7,yes,8.220833333333333,189.7,24.1
12,1006.9,32.0,27.9,25.0,25.0,85.8,53.9,yes,8.612499999999999,212.0,25.9
13,1007.9,35.0,29.6,26.0,24.6,76.5,50.3,yes,9.433333333333334,224.8,20.5
14,1007.5,34.0,29.5,27.0,24.4,75.6,47.8,yes,10.658333333333333,242.3,18.4
15,1006.7,33.0,29.6,26.0,24.7,76.2,46.0,yes,9.766666666666667,214.7,24.1
16,1006.6,33.0,28.8,26.0,25.1,81.5,47.1,yes,7.483333333333333,201.5,25.9
17,1008.4,32.0,29.0,27.0,24.3,76.8,52.2,yes,7.520833333333333,215.3,29.5
18,1009.2,35.0,29.9,26.0,23.9,72.4,40.8,yes,11.049999999999999,222.9,16.6
19,1007.1,36.0,30.3,26.0,23.2,68.2,37.9,yes,11.579166666666666,234.0,13.0
20,1005.8,34.0,29.1,26.0,24.5,76.9,44.9,yes,10.0875,218.6,38.9
21,1006.4,34.0,29.7,26.0,24.0,72.5,49.5,yes,9.445833333333333,209.7,25.9
22,1007.7,34.0,29.4,27.0,24.1,74.6,50.2,yes,9.4,214.1,25.9
23,1008.0,34.0,28.6,25.6,24.5,79.6,45.2,yes,8.958333333333334,226.4,20.5
24,1006.8,34.0,29.6,27.0,24.2,73.7,48.0,yes,8.191666666666666,249.2,24.1
25,1006.6,33.4,28.7,26.0,23.9,76.2,48.1,yes,7.879166666666666,225.4,29.5
